 #energy versus gapin LH mode 
11.5	160.6220891
11.75	165.1328843
12.	169.7662971
12.5	179.4097329
13.	189.5699999
13.5	200.2647378
14.	211.511464
15.	235.7293562
16.	262.3549691
17.	291.5063042
18.	323.28158
19.	357.7522725
20.	394.9558875
22.	477.4996638
24.	570.2788717
26.	671.7592463
28.	779.4973032
30.	890.3120274
35.	1157.600396
40.	1375.567921
