0	250.0	22.253700000000002
1	299.9999	24.282600000000002
2	349.9999	26.071900000000003
3	399.9999	27.7081
4	450.0	29.2009
5	500.0	30.5946
6	549.9995	31.918400000000002
7	600.0003	33.2154
8	649.9982	34.4535
9	700.0002000000001	35.6773
10	749.9957	36.8803
11	800.0002000000001	38.104400000000005
12	849.9935	39.3308
13	900.0005	40.5767
14	949.9972	41.8571
15	999.9985	43.1935
16	1049.9998	44.601
17	1100.0009	46.1055
18	1150.001	47.7383
19	1199.9930000000002	49.5629
20	1249.9974	51.6621
21	1300.0003000000002	54.156400000000005
22	1349.9895000000001	57.1961
